location_name,MOH,smell_category,year,centroid_lat,centroid_lon,no_smells
Islington,"Islington (London, England). Parish. Vestry.",habitation,1874,51.548487,-0.110251,1
Islington,"Islington (London, England). Metropolitan Borough.",habitation,1906,51.548487,-0.110251,1
Islington,"Islington (London, England). Metropolitan Borough.",habitation,1950,51.548487,-0.110251,1
Islington,"Islington (London, England). Metropolitan Borough.",habitation,1952,51.548487,-0.110251,4
Islington,"Islington (London, England). Metropolitan Borough.",habitation,1953,51.548487,-0.110251,2
Islington,"Islington (London, England). Parish. Vestry.",no_smell,1856,51.548487,-0.110251,2
Islington,"Islington (London, England). Parish. Vestry.",school,1893,51.548487,-0.110251,1
Islington,"Islington (London, England). Parish. Vestry.",sewer,1856,51.548487,-0.110251,5
Islington,"Islington (London, England). Parish. Vestry.",sewer,1857,51.548487,-0.110251,1
Islington,"Islington (London, England). Parish. Vestry.",sewer,1858,51.548487,-0.110251,2
Islington,"Clerkenwell (London, England). Parish.",sewer,1859,51.548487,-0.110251,1
Islington,"Islington (London, England). Parish. Vestry.",sewer,1860,51.548487,-0.110251,3
Islington,"Islington (London, England). Parish. Vestry.",sewer,1863,51.548487,-0.110251,1
Islington,"Islington (London, England). Parish. Vestry.",sewer,1864,51.548487,-0.110251,2
Islington,"Islington (London, England). Parish. Vestry.",sewer,1870,51.548487,-0.110251,2
Islington,"Islington (London, England). Parish. Vestry.",sewer,1875,51.548487,-0.110251,1
Islington,"St. James and St. John (Clerkenwell, London, England). Parish Council.",sewer,1877,51.548487,-0.110251,1
Islington,"St. James and St. John (Clerkenwell, London, England). Parish Council.",sewer,1885,51.548487,-0.110251,1
Islington,"Islington (London, England). Parish. Vestry.",sewer,1893,51.548487,-0.110251,2
Islington,"St. Luke (Middlesex, England : Parish). Vestry.",sewer,1896,51.548487,-0.110251,1
Islington,"Islington (London, England). Parish. Vestry.",sewer,1897,51.548487,-0.110251,1
Islington,"St. Luke (Middlesex, England : Parish). Vestry.",sewer,1900,51.548487,-0.110251,3
Islington,"Finsbury (London, England). Metropolitan Borough.",sewer,1902,51.548487,-0.110251,1
Islington,"Islington (London, England). Metropolitan Borough.",sewer,1903,51.548487,-0.110251,2
Islington,"Islington (London, England). Metropolitan Borough.",sewer,1904,51.548487,-0.110251,2
Islington,"Islington (London, England). Metropolitan Borough.",sewer,1906,51.548487,-0.110251,1
Islington,"Finsbury (London, England). Metropolitan Borough.",sewer,1909,51.548487,-0.110251,1
Islington,"Islington (London, England). Metropolitan Borough.",sewer,1910,51.548487,-0.110251,2
Islington,"Islington (London, England). Metropolitan Borough.",sewer,1929,51.548487,-0.110251,1
Islington,"Islington (London, England). Metropolitan Borough.",sewer,1935,51.548487,-0.110251,1
Islington,"Islington (London, England). Metropolitan Borough.",sewer,1936,51.548487,-0.110251,1
Islington,"Islington (London, England). Metropolitan Borough.",sewer,1959,51.548487,-0.110251,1
Islington,"Islington (London, England). Metropolitan Borough.",sewer,1962,51.548487,-0.110251,1
Islington,"Islington (London, England). Parish. Vestry.",thames_water,1857,51.548487,-0.110251,1
Islington,"Islington (London, England). Parish. Vestry.",thames_water,1858,51.548487,-0.110251,1
Islington,"Islington (London, England). Parish. Vestry.",thames_water,1864,51.548487,-0.110251,2
Islington,"Islington (London, England). Metropolitan Borough.",thames_water,1910,51.548487,-0.110251,1
Islington,"Islington (London, England). Metropolitan Borough.",thames_water,1925,51.548487,-0.110251,1
Islington,"Islington (London, England). Metropolitan Borough.",thames_water,1959,51.548487,-0.110251,2
Islington,"Islington (London, England). Metropolitan Borough.",thames_water,1964,51.548487,-0.110251,1
Islington,"Islington (London, England). London Borough.",thames_water,1968,51.548487,-0.110251,1
Islington,"Islington (London, England). Parish. Vestry.",trade,1856,51.548487,-0.110251,4
Islington,"Islington (London, England). Parish. Vestry.",trade,1857,51.548487,-0.110251,2
Islington,"Islington (London, England). Parish. Vestry.",trade,1860,51.548487,-0.110251,2
Islington,"Islington (London, England). Parish. Vestry.",trade,1870,51.548487,-0.110251,1
Islington,"Islington (London, England). Parish. Vestry.",trade,1874,51.548487,-0.110251,1
Islington,"Finsbury (London, England). Metropolitan Borough.",trade,1903,51.548487,-0.110251,3
Islington,"Islington (London, England). Metropolitan Borough.",trade,1904,51.548487,-0.110251,1
Islington,"Islington (London, England). Metropolitan Borough.",trade,1907,51.548487,-0.110251,2
Islington,"Islington (London, England). Metropolitan Borough.",trade,1910,51.548487,-0.110251,1
Islington,"Finsbury (London, England). Metropolitan Borough.",trade,1912,51.548487,-0.110251,1
Islington,"Islington (London, England). Metropolitan Borough.",trade,1913,51.548487,-0.110251,4
Islington,"Finsbury (London, England). Metropolitan Borough.",trade,1914,51.548487,-0.110251,2
Islington,"Islington (London, England). Metropolitan Borough.",trade,1915,51.548487,-0.110251,1
Islington,"Islington (London, England). Metropolitan Borough.",trade,1936,51.548487,-0.110251,1
Islington,"Islington (London, England). Metropolitan Borough.",trade,1957,51.548487,-0.110251,1
Islington,"Islington (London, England). Metropolitan Borough.",trade,1959,51.548487,-0.110251,1
Islington,"Islington (London, England). Metropolitan Borough.",trade,1963,51.548487,-0.110251,3
Islington,"Islington (London, England). London Borough.",trade,1971,51.548487,-0.110251,1
Islington,"Islington (London, England). London Borough.",trade,1972,51.548487,-0.110251,1
Islington,"Islington (London, England). Parish. Vestry.",waste_excrement,1856,51.548487,-0.110251,3
Islington,"Islington (London, England). Parish. Vestry.",waste_excrement,1863,51.548487,-0.110251,4
Islington,"Clerkenwell (London, England). Parish.",waste_excrement,1864,51.548487,-0.110251,1
Islington,"Islington (London, England). Parish. Vestry.",waste_excrement,1868,51.548487,-0.110251,1
Islington,"St. James and St. John (Clerkenwell, London, England). Parish Council.",waste_excrement,1871,51.548487,-0.110251,1
Islington,"Finsbury (London, England). Metropolitan Borough.",waste_excrement,1903,51.548487,-0.110251,2
Islington,"Islington (London, England). Metropolitan Borough.",waste_excrement,1952,51.548487,-0.110251,1
Islington,"Islington (London, England). Parish. Vestry.",waste_rubbish,1869,51.548487,-0.110251,1
Islington,"Islington (London, England). Parish. Vestry.",waste_rubbish,1874,51.548487,-0.110251,2
Islington,"St. James and St. John (Clerkenwell, London, England). Parish Council.",waste_rubbish,1883,51.548487,-0.110251,1
Islington,"St. James and St. John (Clerkenwell, London, England). Parish Council.",waste_rubbish,1886,51.548487,-0.110251,1
Islington,"Islington (London, England). Metropolitan Borough.",waste_rubbish,1903,51.548487,-0.110251,2
Islington,"Islington (London, England). Metropolitan Borough.",waste_rubbish,1904,51.548487,-0.110251,2
Islington,"Islington (London, England). Metropolitan Borough.",waste_rubbish,1905,51.548487,-0.110251,1
Islington,"Islington (London, England). Metropolitan Borough.",waste_rubbish,1906,51.548487,-0.110251,1
Islington,"Islington (London, England). Metropolitan Borough.",waste_rubbish,1926,51.548487,-0.110251,2
Islington,"Islington (London, England). Metropolitan Borough.",waste_rubbish,1949,51.548487,-0.110251,1
Islington,"Islington (London, England). Metropolitan Borough.",waste_rubbish,1953,51.548487,-0.110251,1
Islington,"Islington (London, England). Metropolitan Borough.",waste_rubbish,1954,51.548487,-0.110251,1
Islington,"Islington (London, England). Metropolitan Borough.",waste_rubbish,1959,51.548487,-0.110251,2
Islington,"Islington (London, England). London Borough.",waste_rubbish,1965,51.548487,-0.110251,1
Islington,"Islington (London, England). Metropolitan Borough.",waste_rubbish,1969,51.548487,-0.110251,1
Islington,"Islington (London, England). Metropolitan Borough.",waste_rubbish,1970,51.548487,-0.110251,1
Islington,"Islington (London, England). London Borough.",waste_rubbish,1971,51.548487,-0.110251,1
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",Uncategorised,1856,51.501207,-0.192219,2
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",Uncategorised,1868,51.501207,-0.192219,1
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",Uncategorised,1872,51.501207,-0.192219,1
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",Uncategorised,1875,51.501207,-0.192219,2
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",Uncategorised,1882,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",Uncategorised,1884,51.501207,-0.192219,3
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",Uncategorised,1886,51.501207,-0.192219,1
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",Uncategorised,1887,51.501207,-0.192219,3
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",Uncategorised,1889,51.501207,-0.192219,2
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",Uncategorised,1890,51.501207,-0.192219,2
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",Uncategorised,1892,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",Uncategorised,1893,51.501207,-0.192219,3
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",Uncategorised,1895,51.501207,-0.192219,3
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",Uncategorised,1896,51.501207,-0.192219,6
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",Uncategorised,1897,51.501207,-0.192219,3
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",Uncategorised,1898,51.501207,-0.192219,4
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",Uncategorised,1899,51.501207,-0.192219,2
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",Uncategorised,1900,51.501207,-0.192219,5
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",Uncategorised,1901,51.501207,-0.192219,2
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",Uncategorised,1902,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",Uncategorised,1903,51.501207,-0.192219,2
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",Uncategorised,1904,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",Uncategorised,1905,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",Uncategorised,1906,51.501207,-0.192219,5
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",Uncategorised,1951,51.501207,-0.192219,1
Kensington and Chelsea,"Chelsea (London, England). Metropolitan Borough.",Uncategorised,1956,51.501207,-0.192219,1
Kensington and Chelsea,"Chelsea (London, England). Metropolitan Borough.",Uncategorised,1960,51.501207,-0.192219,1
Kensington and Chelsea,"Chelsea (London, England). Metropolitan Borough.",Uncategorised,1964,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",air_gas,1856,51.501207,-0.192219,1
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",air_gas,1873,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",air_gas,1876,51.501207,-0.192219,2
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",air_gas,1890,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",air_gas,1898,51.501207,-0.192219,2
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",air_gas,1899,51.501207,-0.192219,2
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",air_gas,1900,51.501207,-0.192219,4
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",air_gas,1901,51.501207,-0.192219,4
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",air_gas,1902,51.501207,-0.192219,2
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",air_gas,1905,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",air_gas,1906,51.501207,-0.192219,2
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",air_gas,1912,51.501207,-0.192219,2
Kensington and Chelsea,"Chelsea (London, England). Metropolitan Borough.",air_gas,1951,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",air_gas,1957,51.501207,-0.192219,1
Kensington and Chelsea,"Chelsea (London, England). Metropolitan Borough.",air_gas,1964,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",animal,1911,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",animal,1913,51.501207,-0.192219,1
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",decomposition,1875,51.501207,-0.192219,1
Kensington and Chelsea,"Chelsea (London, England). Metropolitan Borough.",decomposition,1960,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",factory_fuel,1876,51.501207,-0.192219,1
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",factory_fuel,1881,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",factory_fuel,1884,51.501207,-0.192219,1
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",factory_fuel,1886,51.501207,-0.192219,1
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",factory_fuel,1887,51.501207,-0.192219,1
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",factory_fuel,1892,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",factory_fuel,1895,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",factory_fuel,1896,51.501207,-0.192219,2
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",factory_fuel,1898,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",factory_fuel,1899,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",factory_fuel,1900,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",factory_fuel,1901,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",factory_fuel,1902,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",factory_fuel,1903,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",factory_fuel,1904,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",factory_fuel,1906,51.501207,-0.192219,1
Kensington and Chelsea,"Chelsea (London, England). Metropolitan Borough.",factory_fuel,1964,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",food,1863,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",food,1864,51.501207,-0.192219,1
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",food,1873,51.501207,-0.192219,1
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",food,1874,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",food,1884,51.501207,-0.192219,1
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",food,1887,51.501207,-0.192219,2
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",food,1890,51.501207,-0.192219,2
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",food,1893,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",food,1895,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",food,1899,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",food,1952,51.501207,-0.192219,1
Kensington and Chelsea,"Chelsea (London, England). Metropolitan Borough.",food,1956,51.501207,-0.192219,1
Kensington and Chelsea,"Chelsea (London, England). Metropolitan Borough.",food,1962,51.501207,-0.192219,3
Kensington and Chelsea,"Chelsea (London, England). Metropolitan Borough.",food,1963,51.501207,-0.192219,1
Kensington and Chelsea,"Chelsea (London, England). Metropolitan Borough.",food,1964,51.501207,-0.192219,1
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",habitation,1880,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",habitation,1884,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",habitation,1898,51.501207,-0.192219,2
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",habitation,1899,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",habitation,1905,51.501207,-0.192219,1
Kensington and Chelsea,"Chelsea (London, England). Metropolitan Borough.",habitation,1914,51.501207,-0.192219,1
Kensington and Chelsea,"Chelsea (London, England). Metropolitan Borough.",no_smell,1964,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",sewer,1856,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",sewer,1857,51.501207,-0.192219,1
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",sewer,1871,51.501207,-0.192219,3
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",sewer,1872,51.501207,-0.192219,2
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",sewer,1873,51.501207,-0.192219,4
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",sewer,1874,51.501207,-0.192219,1
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",sewer,1875,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",sewer,1876,51.501207,-0.192219,1
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",sewer,1878,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",sewer,1879,51.501207,-0.192219,1
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",sewer,1881,51.501207,-0.192219,2
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",sewer,1882,51.501207,-0.192219,2
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",sewer,1883,51.501207,-0.192219,2
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",sewer,1884,51.501207,-0.192219,4
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",sewer,1886,51.501207,-0.192219,8
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",sewer,1887,51.501207,-0.192219,7
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",sewer,1888,51.501207,-0.192219,3
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",sewer,1889,51.501207,-0.192219,4
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",sewer,1890,51.501207,-0.192219,4
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",sewer,1892,51.501207,-0.192219,4
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",sewer,1893,51.501207,-0.192219,2
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",sewer,1895,51.501207,-0.192219,3
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",sewer,1896,51.501207,-0.192219,10
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",sewer,1897,51.501207,-0.192219,14
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",sewer,1898,51.501207,-0.192219,14
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",sewer,1899,51.501207,-0.192219,15
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",sewer,1900,51.501207,-0.192219,8
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",sewer,1901,51.501207,-0.192219,12
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",sewer,1902,51.501207,-0.192219,8
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",sewer,1903,51.501207,-0.192219,8
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",sewer,1904,51.501207,-0.192219,12
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",sewer,1905,51.501207,-0.192219,10
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",sewer,1906,51.501207,-0.192219,20
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",sewer,1907,51.501207,-0.192219,5
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",sewer,1911,51.501207,-0.192219,3
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",sewer,1913,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",sewer,1936,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",sewer,1960,51.501207,-0.192219,2
Kensington and Chelsea,"Chelsea (London, England). Metropolitan Borough.",sewer,1963,51.501207,-0.192219,1
Kensington and Chelsea,"Chelsea (London, England). Metropolitan Borough.",sewer,1964,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",thames_water,1866,51.501207,-0.192219,1
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",thames_water,1892,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",thames_water,1905,51.501207,-0.192219,1
Kensington and Chelsea,"Chelsea (London, England). Metropolitan Borough.",thames_water,1928,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",trade,1856,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",trade,1864,51.501207,-0.192219,1
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",trade,1871,51.501207,-0.192219,1
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",trade,1874,51.501207,-0.192219,2
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",trade,1875,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",trade,1883,51.501207,-0.192219,3
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",trade,1884,51.501207,-0.192219,3
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",trade,1886,51.501207,-0.192219,1
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",trade,1887,51.501207,-0.192219,4
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",trade,1888,51.501207,-0.192219,3
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",trade,1889,51.501207,-0.192219,6
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",trade,1890,51.501207,-0.192219,10
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",trade,1892,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",trade,1893,51.501207,-0.192219,2
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",trade,1895,51.501207,-0.192219,3
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",trade,1896,51.501207,-0.192219,6
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",trade,1897,51.501207,-0.192219,3
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",trade,1898,51.501207,-0.192219,4
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",trade,1899,51.501207,-0.192219,6
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",trade,1900,51.501207,-0.192219,4
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",trade,1901,51.501207,-0.192219,5
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",trade,1902,51.501207,-0.192219,5
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",trade,1903,51.501207,-0.192219,6
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",trade,1904,51.501207,-0.192219,4
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",trade,1905,51.501207,-0.192219,5
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",trade,1906,51.501207,-0.192219,4
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",trade,1907,51.501207,-0.192219,3
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",trade,1911,51.501207,-0.192219,1
Kensington and Chelsea,"Chelsea (London, England). Metropolitan Borough.",trade,1963,51.501207,-0.192219,2
Kensington and Chelsea,"Kensington & Chelsea (London, England). Royal Borough.",trade,1965,51.501207,-0.192219,1
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",waste_excrement,1874,51.501207,-0.192219,2
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",waste_excrement,1880,51.501207,-0.192219,1
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",waste_excrement,1886,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",waste_excrement,1895,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",waste_excrement,1896,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",waste_excrement,1898,51.501207,-0.192219,2
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",waste_excrement,1899,51.501207,-0.192219,2
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",waste_rubbish,1873,51.501207,-0.192219,1
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",waste_rubbish,1874,51.501207,-0.192219,1
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",waste_rubbish,1875,51.501207,-0.192219,2
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",waste_rubbish,1880,51.501207,-0.192219,4
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",waste_rubbish,1881,51.501207,-0.192219,1
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",waste_rubbish,1882,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",waste_rubbish,1883,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",waste_rubbish,1884,51.501207,-0.192219,1
Kensington and Chelsea,"St. Mary Abbotts (Kensington, London, England). Parish Council.",waste_rubbish,1887,51.501207,-0.192219,3
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",waste_rubbish,1889,51.501207,-0.192219,3
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",waste_rubbish,1890,51.501207,-0.192219,4
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",waste_rubbish,1895,51.501207,-0.192219,3
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",waste_rubbish,1896,51.501207,-0.192219,8
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",waste_rubbish,1897,51.501207,-0.192219,4
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",waste_rubbish,1898,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Parish. Vestry.",waste_rubbish,1899,51.501207,-0.192219,4
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",waste_rubbish,1900,51.501207,-0.192219,7
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",waste_rubbish,1901,51.501207,-0.192219,4
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",waste_rubbish,1902,51.501207,-0.192219,3
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",waste_rubbish,1903,51.501207,-0.192219,1
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",waste_rubbish,1904,51.501207,-0.192219,2
Kensington and Chelsea,"Kensington (London, England). Royal Borough.",waste_rubbish,1905,51.501207,-0.192219,1
